sentences,Neutral,OverconfidenceBias,ConfirmationBias,AnchoringBias,FramingBias,OccasionNoise
"After thoroughly researching potential vacation destinations, John considered all options equally before making a final decision.",1,0,0,0,0,0
I organized my travel documents for my upcoming trip.,1,0,0,0,0,0
"Even though you've shown me newer models with better features, my first smartphone was an iPhone 7 and it never failed me, so I'll stick to getting the iPhone SE because I believe Apple makes the most reliable phones.",0,0,0,1,0,0
"I believed I could drive through heavy snow, even though I had never done it before.",0,1,0,0,0,0
"As a passionate coder, I dedicate my weekends to developing useful open-source software, believing that technology should be accessible to all.",1,0,0,0,0,0
"Despite recently reviewing an article stating that a variety of factors influence human intelligence, James tends to still insist that his early belief of intelligence being solely inherited must be correct because his family members are all gifted.",0,0,1,1,0,0
"In the midst of a vibrant street fair, I made a snap judgment to attend a random workshop, influenced by the lively music and colorful decorations.",0,0,0,0,0,1
"After reading a report suggesting that video games lead to aggressive behavior, John immediately recalled all the times his game-loving nephew threw tantrums, further solidifying his belief, but disregarded the times when the child was calm and well-behaved.",0,0,1,1,0,0
"After reading several articles that only supported his views on climate change, Mike refused to look at any opposing data, insisting that it was all fabricated by industries damaging the environment.",0,0,1,0,0,0
"Every time I pass by that old haunted house I can't shake off the eerie feeling I initially got, even though I've seen kids playing there happily, and I only seek out spooky legends that support my fear.",0,0,1,1,0,0
"Amidst a loud family gathering, I failed to notice important signals from a distressed loved one, missing an opportunity to provide support.",0,0,0,0,0,1
Was browsing online and accidentally bought a new phone case.,0,0,0,0,0,1
"David made a quick judgment and anchored on his first impression, convinced it was right.",0,1,0,1,0,0
"I've sailed once, so I'm pretty sure I can circumnavigate the globe single-handedly without any trouble.",0,1,0,0,0,0
"I bought the first laptop that came recommended by a friend, without looking at reviews.",0,0,0,1,0,0
"Despite experiencing many successful partnerships in business, I still have doubts in new collaborations because the first one I had years ago was a total failure.",0,0,0,1,0,0
"Since the first house I looked at was $350,000, I've decided not to consider any properties that are listed for more than that.",0,0,0,1,0,0
"Every time I delve into a new book on climate change, I can't help but feel it's only further solidifying my long-held belief that we are irrevocably damaging our planet.",0,0,1,0,0,0
"I only read news sources that affirm my political beliefs, dismissing all others as fake news.",0,0,1,0,0,0
"Despite the latest market trends showing an uptick, I can't shake off the feeling that my stocks are doomed because they initially went down after I invested.",0,0,0,1,0,0
"Since my first investment tripled in value, I'm convinced any stock I pick will have the same success.",0,0,0,1,0,0
Lucas set his apartment search criteria based on a conversation with a neighbor.,0,0,0,1,0,0
"Even though there's a mountain of evidence suggesting that my diet is unhealthy, I choose to focus only on the single study I found supporting my eating habits.",0,0,1,0,0,0
"Despite his impeccable resume and vast experience, Emily couldn't dismiss her initial perception of John's lackluster handshake and chose not to hire him.",0,0,0,1,0,0
"Tom stuck to the first idea that came up in the brainstorming session, ignoring later suggestions.",0,0,0,1,0,0
"Whenever I read about climate change, I only trust articles that affirm my belief in it being a natural cycle, conveniently ignoring the vast scientific consensus stating otherwise.",0,0,1,0,0,0
"After researching various models, I'm convinced that my first car has to be a Tesla because I've read so many positive reviews about it.",0,0,0,1,0,0
Saw a limited edition item and immediately ordered it.,0,0,0,0,0,1
Ella made a decision about her education based on the first school ranking she encountered.,0,0,0,1,0,0
"After thorough research encompassing aspects such as cost of living, job opportunities, and lifestyle choices, Jason made an informed decision about moving to a new city.",1,0,0,0,0,0
"Hungry and feeling irritable, I misinterpreted an innocent comment as an insult.",0,0,0,0,0,1
"Declining all investment advice, the overconfident entrepreneur anchored their expanding business solely on past successes, ignoring potential pitfalls.",0,1,0,1,0,0
"Despite having read multiple books on climate change, I only cite the ones that validate my belief that global warming is just a natural cycle and not a consequence of human activities.",0,0,1,0,0,0
"After pulling an all-nighter to prepare for a big presentation, Sarah, usually a thoughtful and health-conscious eater, found herself overly indulging in junk food. Her usually disciplined eating habits were influenced by her state of exhaustion, sparking cravings for high-calorie foods as her body sought quick energy to compensate for lack of sleep.",0,0,0,0,0,1
David boasted he could write the entire report in one evening.,0,1,0,0,0,0
"Sure, the rental car options you're suggesting might be newer and more fuel-efficient, but I still believe I'll have a smoother ride in the Ford Mustang, as my friend mentioned it to me once.",0,0,0,1,0,0
"Signed the contract without reviewing the terms thoroughly due to time pressure, it felt urgent.",0,0,0,1,0,1
"After pulling an all-nighter studying for his final exams, John decided to take a break and go grocery shopping. Owing to his extreme fatigue, John ended up buying heaps of junk food, sugary snacks, and energy drinks, all things he would usually avoid due to his usual health-conscious mindset.",0,0,0,0,0,1
"Despite the pile of important paperwork on my desk, I decided to browse through social media as the exhaustion was simply too overpowering to concentrate on work.",0,0,0,0,0,1
Jack trusted the laptop recommendation given by his IT department.,0,0,0,1,0,0
"Emily based her salary negotiation on the first offer, even though other data suggested she should ask for more.",0,0,0,1,0,0
"In the run-up to the presidential election, John firmly believes that his preferred candidate is the best choice for the country. To confirm his belief, he spends hours each day reading articles and news reports that highlight the strengths and achievements of his candidate, ignoring any sources or data that shares different perspectives or criticises his candidate's policies.",0,0,1,0,0,0
"Read reviews that praised a certain cold medicine, so I bought it without hesitation.",0,0,0,1,0,0
"Agreed to take on extra work because the last time I did, it led to a promotion — now I'm overwhelmed.",0,1,0,0,0,1
I strive to consider the bigger picture when making choices.,1,0,0,0,0,0
"Given my extensive experience and track record in this field, I am completely confident that our new drug will eliminate 90% of cancer cases. I don't need further tests to ascertain that; I've seen enough to know.",0,1,0,0,0,0
Lucas chose the first option he saw and was convinced it was the best without considering alternatives.,0,1,0,1,0,0
"Even though there are plenty of studies suggesting different, I always find and share articles that support my belief that eating late at night directly leads to weight gain.",0,0,1,0,0,0
Decided to order groceries online this Monday.,0,0,0,0,0,1
"Mike anchors on a single review and, overconfident in his taste, dismisses all other feedback when choosing a restaurant.",0,1,0,1,0,0
"Tired and in a hurry, settling for the first hotel room available.",0,0,0,1,0,1
"Despite receiving repeated customer complaints about the office's outdated policies, the manager adamantly refuses to consider updates, overly confident in the status quo's effectiveness.",0,1,1,0,0,0
I will strive to make decisions that are guided by logic rather than emotions.,1,0,0,0,0,0
"Despite growing up in a small town, my passion for exploring diverse cultures led me to study anthropology, enabling me to appreciate the beauty in all societies without passing judgment.",1,0,0,0,0,0
"Despite being surrounded by a variety of opinions, I always strive to maintain neutral and refrain from favoring one side when discussing heated topics.",1,0,0,0,0,0
"Even though my neighbor presented substantial evidence about the benefits of electric cars, I brushed it off because I've always personally believed that gas vehicles are superior.",0,0,1,0,0,0
"Even though my brother explained the benefits of a vegetarian diet, I only researched articles that supported my belief in the superiority of a meat-based diet.",0,0,1,0,0,0
"Every time my stock portfolio dips, I can't help but remember that one crash in 2008 and convince myself it's happening again, even when my financial advisor shares evidence of the contrary.",0,0,1,1,0,0
I was so tired that I fell asleep in the middle of a Zoom meeting this afternoon.,0,0,0,0,0,1
I only follow news outlets that align with my political views because I feel they report the truth more accurately.,0,0,1,0,0,0
"Even though I explored various investment opportunities, I can't help comparing each one to my first ever stock purchase which turned out to be incredibly profitable.",0,0,0,1,0,0
Ben trusted the first article he read and believed it provided all the information he needed.,0,1,0,1,0,0
" Knowing the challenges of finding a good candidate, the hiring manager immediately latched onto the first promising interviewee, disregarding any red flags brought up by other interviewers.",0,0,1,1,0,0
"In a negotiation, Maria firmly stands by the initial offer she made, overconfident in her position and anchored by that specific amount.",0,1,0,1,0,0
I believed the initial estimate for the renovation project was fair and didn't seek other opinions.,0,1,0,0,0,1
"Ordered the dish recommended by the waiter without considering other options, it seemed like a safe bet.",0,0,0,1,0,1
"I'm certain that my home-brewed investment strategy will outperform any Wall Street hedge fund, despite having only a basic understanding of the stock market.",0,1,0,0,0,0
"Despite the ongoing debates and contrasting studies, I remain convinced that my early bedtimes and rigorous morning routines are the sole reasons for my productivity, disregarding any other factors.",0,0,1,0,0,0
"I've mastered chess so well that it's not a matter of if I'll win the national championship, but by how many points I'll conquer my opponents.",0,1,0,0,0,0
The kids are playing soccer at the field.,1,0,0,0,0,0
David trusted the plumber he spoke with at the hardware store.,0,0,0,1,0,0
The hunger pangs of the stressed-out employee during a crucial presentation affected their ability to think clearly and articulate their ideas.,0,0,0,0,0,1
"I was sure I could solve the puzzle faster than anyone else, even though I’d never seen it before.",0,1,0,0,0,0
"Because I spent my childhood in a town with extremely low crime rates, I tend to assume every other place should be just as safe, which keeps me from accurately evaluating a neighborhood's security.",0,0,0,1,0,0
"At a crowded and raucous sporting event, my judgment about purchasing memorabilia was influenced by the exhilarating energy of the crowd, causing me to overspend.",0,0,0,0,0,1
"Feeling exhausted, I ordered a fancy dinner delivery even though it was way above my usual budget.",0,0,0,1,0,1
"The applicant arrogantly disregarded constructive criticism on their resume, anchoring their skills on a software proficiency test done years ago.",0,1,0,1,0,0
"John gave himself ample time to explore all university options, researching every course, location, and fee structure just as thoroughly as the other.",1,0,0,0,0,0
"Trying to solve a complex puzzle in a noisy cafe, she found her decision-making abilities compromised by the surrounding noise.",0,0,0,0,0,1
"John believed he could close the deal by himself, without consulting his team.",0,1,0,0,0,0
"Although I initially thought my vintage comic book collection could fetch around $1000, after seeing one particular comic sell for a whopping $5000, I can't help but believe my collection must be worth at least close to that.",0,0,0,1,0,0
"Bob overconfidently anchored his negotiation stance on an initial offer, refusing to budge and losing a great opportunity due to an inaccurate assessment of his leverage.",0,1,0,1,0,0
Jack went with the first option his lawyer mentioned for settling the case.,0,0,0,1,0,0
"Mark bought the first car he test-drove, without checking other dealers.",0,0,0,1,0,0
Hired a painter for my house without getting other quotes because the last person I hired did a fantastic job — this painter was a disaster.,0,1,0,0,0,1
I don't need to interview any more candidates; I can always tell a great hire within the first five minutes of meeting them.,0,1,0,0,0,0
"The judge's decision in a high-profile case was affected by personal stressors, creating occasion noise in legal judgment.",0,0,0,0,0,1
I tend to discount historical events that contradict the narrative I already believe.,0,0,1,0,0,0
"A manager relentlessly defends a flawed strategy, disregarding warnings and objective data that prove its ineffectiveness.",0,1,1,0,0,0
"Even though I've read numerous reviews that the new restaurant in town isn't that good, I can't help but think it must be great since it's run by the same chef as my all-time favorite eatery.",0,0,0,1,0,0
"I've spent countless hours in the recording studio, mastering each note of my piano concerto, without letting any personal judgments sway my dedication to music.",1,0,0,0,0,0
"Even though there's ample evidence that disagrees with my belief in astrology, I only pay attention to the instances that affirm my faith in star signs dictating personality traits.",0,0,1,0,0,0
"With no predetermined bias for any particular cuisine, Tom analyzed the menus of all the restaurants in his vicinity and finally chose one.",1,0,0,0,0,0
"Despite all evidence pointing towards the importance of regular exercise and healthy eating for maintaining overall health, John clung to his belief that his regular smoking and junk food habits wouldn't affect his wellness in the long-term.",0,0,1,0,0,0
"Feeling hungry after a long day, I ended up ordering way more food than I needed because the restaurant's prices seemed reasonable. Just went shopping and saw a discount sign, so I bought things I didn't really plan to. Was in a hurry and chose the first apartment I saw since the location seemed convenient. Ended up spending more on a hotel room than I intended because the first one I checked seemed like a good deal. Got caught up in the excitement of a sale and bought clothes that aren't really my style. Made an impulsive decision to invest in a stock just because it was recommended by a friend. Decided to buy a new phone even though my current one works fine, all because the latest model was on sale. Made a restaurant reservation without checking reviews because it was close by and I was hungry. Picked the most expensive option for a repair service because the first quote seemed reasonable. Bought a gadget I didn't really need just because it was on sale. Opted for a pricey concert ticket because it was the first one I saw available. Booked a hotel room at a high rate without comparison because I was busy and just needed a place to stay. Decided to upgrade my software package without exploring other options because the initial price seemed fair. Chose an expensive item at a store because it was the first one I tried on and I liked it. Signed up for a costly subscription service without research because a friend suggested it. Bought a designer bag impulsively because it was showcased prominently at the store. Opted for a premium gym membership without considering alternatives because it was the first one I looked at. Went for an expensive dinner without checking prices because I was craving a particular dish. Purchased a tech gadget without comparing prices because it was the first one that caught my eye. Committed to a pricey home renovation package without exploring other quotes because it seemed comprehensive. Ordered an elaborate dessert at a cafe without looking at the menu prices because I was in a celebratory mood. Paid extra for a phone plan without comparing because the initial offer seemed reasonable. Bought concert tickets without checking for better deals because the first ones I found had good seats. Signed up for a pricey online course without looking for discounts because it was recommended by a famous figure. Opted for an expensive car repair service without getting other estimates because it seemed urgent. Bought a high-end kitchen appliance without considering other brands because it was on display at the front of the store. Went for a last-minute flight option without comparing prices because it seemed convenient. Splurged on a fancy dinner without checking reviews because it was the first restaurant I passed by. Decided to purchase a luxury watch without exploring other options because it seemed like a good deal.",0,0,0,1,0,1
"I always find myself reading articles that support my belief in climate change, dismissing those that contradict it as mere propaganda.",0,0,1,0,0,0
Mark organized his desk to improve his workspace.,1,0,0,0,0,0
I was confident I could handle the situation alone and ignored others’ warnings about potential challenges.,0,1,1,0,0,0
We shouldn't underestimate Jane just because she's the youngest in the team - she has shown time and again that she can handle tasks effectively.,1,0,0,0,0,0
"Even though the recent tests on my car showed everything works perfectly, I can't shake off the initial perception I had when I bought it that it was prone to breakdowns.",0,0,0,1,0,0
"Rachael, an avid football fan, ignored opposing team stats and only paid attention to victory predictions that reinforced her belief her team would win.",0,1,1,0,0,0
"Even though it's my first time investing, I've read several books and watched online tutorials, so I'm certain I can expertly manage my entire retirement portfolio without any professional advice.",0,1,0,0,0,0
"Ever since I read that article stating that most successful entrepreneurs start their businesses in their early 20s, I can't help but feel like I'm already too old to pursue my startup idea at 35.",0,0,0,1,0,0
"Despite what your sophisticated algorithms and fancy data visualizations suggest, I still firmly believe that our stocks will exponentially rise in the next quarter. After all, trend lines are not always an absolute prediction of future occurrences.",0,0,0,1,0,0
"After hearing on the news that violent crimes are on the rise in big cities, I now firmly believe that all urban areas are dangerous, despite my friend showing me numerous studies indicating that some of the safest places in the country are in large cities.",0,0,1,1,0,0
"Even though I've read numerous positive reviews about the new restaurant downtown, I can't help but presume it's subpar because my friend, who went there on its first day of opening, didn't really enjoy the food.",0,0,0,1,0,0
"Even though I've heard numerous perspectives, I still only believe the research that reinforces my long-held belief that all video games are harmful for teenagers.",0,0,1,0,0,0
"Sophia entered the cooking contest, certain she could win without trying the recipe first.",0,1,0,0,0,0
"Since I usually spend around $20 on lunch everyday, spending $15 on today's meal feels like a real steal.",0,0,0,1,0,0
I confidently believed I could decorate the entire house by the weekend.,0,1,0,0,0,0
"I've been playing basketball for just a month, but I'm confident I can beat LeBron James in a one-on-one match.",0,1,0,0,0,0
Zoe filtered her news intake to only include information that supported her viewpoint.,0,0,1,0,0,0
"As a food blogger, I relish the opportunity to try a variety of cuisine, appreciating the artistry and creativity chefs put into each dish without favoring any particular culture's culinary style.",1,0,0,0,0,0
"I've assessed the pros and cons of both options, and I'll choose the one that aligns best with my long-term goals. She carefully evaluated the risks and benefits before making a decision about her investment. I've taken into account all the information available, and I'm now ready to make an informed decision. They've considered all potential outcomes and are now prepared to make a balanced decision. I've weighed the potential impacts on all stakeholders before deciding on the best course of action. She has examined the situation from all possible angles and is now ready to make a neutral decision. I've taken my personal feelings out of the equation and made a decision based purely on the facts.",1,0,0,0,0,0
Lily ignored studies that questioned her established beliefs.,0,0,1,0,0,0
"Took a new route to work without checking the traffic because the last time I did, it was smooth sailing — ended up being stuck for hours.",0,1,0,0,0,1
Ava refused to acknowledge research that contradicted her opinion.,0,0,1,0,0,0
Rachel based her salary expectations on the first number mentioned during her interview.,0,0,0,1,0,0
"As an avid reader, I've found that absorbing knowledge from a wide variety of sources has significantly broadened my perspective on global issues, showing me that every story has more than one side.",1,0,0,0,0,0
"As a multi-lingual individual, I am committed to promoting cultural understanding and diversity in my community.",1,0,0,0,0,0
"Booked the pricier flight option because it was labeled as the ""recommended"" choice.",0,1,0,0,0,1
I was so tired that I went to work wearing my pajama top under my blazer.,0,0,0,0,0,1
"Got caught in a rainstorm, so I impulsively picked the most expensive umbrella available.",0,0,0,1,0,1
"I'm convinced that adopting a vegan lifestyle is the healthiest choice because every time I come across an article that talks about the benefits of plant-based diets, it just reinforces my belief.",0,0,1,0,0,0
"Surely, starting a restaurant is easy. I've watched so many cooking shows, and I've been eating food all my life, I practically know exactly what I need to do.",0,1,0,0,0,0
Couldn't back out of a group activity even though I wanted to relax at home.,0,0,0,0,0,1
"After conducting a thorough comparison and analysis of the two job offers, they selected the one with the higher salary, better benefits package and a work-life balance that better suited their lifestyle and personal needs.",1,0,0,0,0,0
"Of course I hadn't practiced, but I just knew I would ace that presentation. After all, I'm always the best speaker at our company.",0,1,0,0,0,0
"Even though you're suggesting these high-tech security systems are more secure and advanced, I'm still going to install the traditional lock and key system in my house like I originally planned because it's all I've ever known and used.",0,0,0,1,0,0
"Rushing to meet a deadline, I renewed a software license at a higher rate without negotiating.",0,0,0,1,0,1
"After hearing an estimate that the average cost of a wedding is $30,000, Amanda focused mainly on vendors within that range and disregarded cheaper options, seeking only reviews that confirmed this price was reasonable for her special day.",0,0,1,1,0,0
"Even though I've heard numerous arguments against my belief in alien life, I only give weight to the articles that support my conviction that they're out there.",0,0,1,0,0,0
"Despite numerous studies showing the importance of balanced diet and exercise in weight loss, John still insists that his detox cleanse is the ultimate solution because he read one article supporting its benefits.",0,0,1,0,0,0
"Despite having spent a great deal of time researching different investment options, I can't help but keep comparing everything to that first high-performing stock I purchased, which still dictates my investment expectations.",0,0,0,1,0,0
I checked my mailbox for new letters and packages.,1,0,0,0,0,0
"Despite my love for contemporary dance, I believe it's essential to appreciate all forms of art for their unique expressions of creativity and talent.",1,0,0,0,0,0
Mia stuck with her initial understanding of the problem and didn’t consider other possible solutions.,0,0,1,1,0,0
Their bully strategies were rooted in both overconfidence in their negotiation skills and anchoring on old-school intimidation techniques.,0,1,0,1,0,0
"Even though my neighbor's house was sold for a high price 5 years ago, I'm certain that's still the standard rate in our area, and every piece of news I read about rising property values confirms my belief.",0,0,1,1,0,0
Olivia assumed she could repair her bicycle without consulting the manual.,0,1,0,0,0,0
James thought he could build a website from scratch in a single weekend.,0,1,0,0,0,0
Olivia believed she could plan the vacation for the whole family with no advance research.,0,1,0,0,0,0
"Every time I see a news story that aligns with my political beliefs, I instantly believe it, but I'm always skeptical and critical of any news that contradicts my view.",0,0,1,0,0,0
I trusted the first set of instructions I found online and didn’t look for alternatives.,0,1,0,1,0,0
Lucas chose the first design presented and believed it would work without evaluating others.,0,1,0,1,0,0
Regretted not taking the chance to introduce myself to someone interesting.,0,0,0,0,0,1
"Even though I've never studied French, I'm positive I'll master it faster than anyone else in my class, simply because I excel at everything I try.",0,1,0,0,0,0
"I took on multiple freelance projects, believing I could manage them all effortlessly.",0,1,0,0,0,0
Mia baked a loaf of bread for her family to enjoy.,1,0,0,0,0,0
"As a passionate botanist, I've dedicated most of my free time tending to my lush gardens, finding equal joy and fulfillment in every flower, herb, and shrub, irrespective of their origin, species, or appearance.",1,0,0,0,0,0
"Despite having seen a wide range of house prices, ever since I first fell in love with that $200,000 cottage, I can't help but judge every other property based on that initial figure.",0,0,0,1,0,0
"John made a financial decision based on the first price he saw, ignoring later lower offers.",0,0,0,1,0,0
"The rain pounding on the roof during a critical board meeting distracted the CEO, causing them to overlook important details in a contract negotiation.",0,0,0,0,0,1
Saw a sale sign at the store entrance and ended up buying things I didn't need.,0,0,0,1,0,1
"Nate impulsively made a large purchase based on his hunch about a promising new technology, disregarding warnings and expert opinions that signaled potential pitfalls, choosing to listen solely to bellwethers who echoed his enthusiasm.",0,1,1,0,0,0
I appreciate the benefits of technology in improving efficiency and connectivity.,1,0,0,0,0,0
"Picking a new restaurant to try, and choosing the one with the most reviews. Assuming more people like it means it's better.",0,0,1,0,0,1
"Even though the assistant suggests that investing in emerging markets could potentially yield a higher return, I still believe placing the majority of my assets in bonds offers a higher level of security because that's how I've been managing my portfolio since the beginning.",0,0,0,1,0,0
Lucas assured his coach he didn’t need any additional training before the big match.,0,1,0,0,0,0
"In a hurry, I chose a random restaurant for dinner because a friend once mentioned it was their favorite spot, without considering other options.",0,0,0,1,0,1
"Even though the critics aren't fond of my favorite author's new book, I've read every one of her previous novels and loved them, so I'm convinced this one will be just as brilliant.",0,0,1,0,0,0
Lucas confidently predicted that his startup would become profitable within a month.,0,1,0,0,0,0
"As a devoted meat-lover, when I heard about the environmental impact of the meat industry, I found myself searching for articles that downplayed the effects to reassure me that my lifestyle choice wasn't causing harm.",0,0,1,0,0,0
"Sure, I've heard your suggestions for newer and more efficient smartphones, but I just don't see how any of them could be better than the first iPhone which set the bar for every other model out there.",0,0,0,1,0,0
I maintained confidentiality on sensitive company information at all times.,1,0,0,0,0,0
"Despite recent comprehensive studies revealing a significant decrease in crime rates nationwide, the local news continues to focus predominantly on violent incidents, reinforcing my longstanding belief that crime is rapidly increasing in our city.",0,0,1,1,0,0
Sophie made her vacation plans based on the first flight deal she found.,0,0,0,1,0,0
Grace followed the event planning tips her colleague mentioned during a meeting.,0,0,0,1,0,0
I thought the high-end brand was automatically the best quality and purchased it without looking at alternatives.,0,1,0,0,0,1
"Even though I haven't encountered any recent data, I still firmly believe that people from my hometown are more talented simply because the first few brilliant individuals I met were from there.",0,0,0,1,0,0
"I decided to bid $200 on the antique table at the auction because that was the starting price, even though I later realized it was only worth about $50.",0,0,0,1,0,0
Emma ignored the research paper because it contradicted her opinions.,0,0,1,0,0,0
The sun shining directly in my eyes while I was reviewing financial reports caused me to miss an important detail.,0,0,0,0,0,1
I decided to jog before sunrise 'cause the city is too loud during the day.,0,0,0,0,0,1
I focused on reports that backed up my side of the argument.,0,0,1,0,0,0
"Despite having limited experience in event planning, Sarah anchors on the budget she set initially and demonstrates overconfidence in pulling off a grand affair.",0,1,0,1,0,0
"Despite never having taken a ballet class in my life, I'm utterly convinced that I could master Swan Lake choreography in a week.",0,1,0,0,0,0
"As a passionate botanist, I spend my weekends hiking new trails, always on the hunt for rare plants and symbiotic relationships that exist quietly within nature.",1,0,0,0,0,0
"Despite having only recently started learning Spanish, John decided he was skilled enough to write his whole university essay in the language, firmly believing that his proficiency matched that of a native speaker.",0,1,0,0,0,0
"Running late, had to skip my usual gym session.",0,0,0,0,0,1
John read a book about the history of technology.,1,0,0,0,0,0
"After working feverishly for 72 hours straight on a crucial project, Samantha, usually dedicated and detail-oriented, started making poor decisions, illustrating the effects of sleep deprivation on her ability to think logically.",0,0,0,0,0,1
"As a journalist, I strive to present information from all perspectives, ensuring my reports are a true reflection of varied viewpoints without favoring any side.",1,0,0,0,0,0
Liam purchased the first set of furniture that caught his eye.,0,0,0,1,0,0
"As an avid reader, I spend most of my evenings lost in the pages of fantasy novels, exploring magical worlds and far-off galaxies.",1,0,0,0,0,0
"Feeling indecisive, so I let the salesperson convince me to buy the pricier item.",0,0,0,1,0,1
"Despite never having climbed a mountain before, Jerry booked a solo trip to summit Everest, certain that his gym fitness would suffice.",0,1,0,0,0,0
"Exhausted from a long day, so I opted for the first hotel that had a room available.",0,0,0,1,0,1
"Despite her friends prompting her to choose Italian for dinner, Rachel thoughtfully evaluated all the cuisine options before taking a collective decision.",1,0,0,0,0,0
"Despite all the studies she read about the benefits of regular exercise, Jane still believes that her daily glass of wine is enough to keep her healthy because she read one article supporting her viewpoint.",0,0,1,0,0,0
"I've always believed that cats are inherently aloof, so even when my neighbor's cat shows affection, I just chalk it up to her wanting food.",0,0,1,0,0,0
Splurged on a handbag because it was from a designer brand.,0,0,1,0,0,1
Tom selected the online course his mentor briefly mentioned.,0,0,0,1,0,0
"Even though I've read recent research suggesting a variety of effective workout plans, I still firmly believe that the first one I tried is the most efficient because it initially helped me lose weight.",0,0,0,1,0,0
"Whenever I read the news, I instinctively gravitate towards articles that validate my own political views, rather than considering perspectives that challenge my beliefs.",0,0,1,0,0,0
"The gambler, overconfident in their luck, anchored on the outcome of the previous bet to place an unwise wager without fully assessing risks.",0,1,0,1,0,0
"Even though our competitors require their project managers to have an MBA or equivalent, I'm confident that with my bachelor's degree and just a couple of months' experiences, I could run the whole department effectively and make it profitable in a matter of months.",0,1,0,0,0,0
I decided I could bake an intricate dessert for the party without any practice.,0,1,0,0,0,0
"I think I know my child's needs better than teachers, so I won't follow their recommendations.",0,1,0,0,0,0
"Trust me, I know the real estate market like the back of my hand. I'm 100% confident that buying this old building now is going to give us double returns in less than a year.",0,1,0,0,0,0
Lucas settled on his health insurance plan after hearing about it from his dad.,0,0,0,1,0,0
"Even though you've shown me the superior gas mileage and safety ratings of the new model, I still believe my old car runs better and I don't see any compelling reason to trade it in.",0,0,0,1,0,0
"After watching a few YouTube videos on plumbing, John decided to renovate his entire bathroom believing he could match the skills of a professional plumber.",0,1,0,0,0,0
"As a passionate moviegoer, the first review I read about a film greatly influences my perception of it, even when other critics have differing opinions.",0,0,0,1,0,0
"As a food enthusiast, I find that both Italian and Mexican cuisines have unique flavors and techniques that are equally delightful to the palate.",1,0,0,0,0,0
"Ever since Steve read that beginner's guide on astrological signs, he adamantly maintains that all Taurus individuals are stubborn and unyielding, completely ignoring the research that reveals the complexity and variability in people's personalities regardless of their star signs.",0,0,0,1,0,0
"Couldn't help myself, got that trendy kitchen gadget.",0,0,0,0,0,1
"Sophia rejected studies that opposed her opinions, focusing only on those that aligned with her beliefs.",0,0,1,0,0,0
"Even though I've never tried ice sculpting before, I'm confident I can create a masterpiece on my first attempt.",0,1,0,0,0,0
"Running on caffeine today, so I gravitated toward selecting the usual coffee order.",0,0,0,1,0,1
Mia thought she could design her website without any help from professionals.,0,1,0,0,0,0
"Despite having just started learning Japanese last month, I'm absolutely certain I'll outshine the class and ace the final exam without any additional study.",0,1,0,0,0,0
"Had to choose between makeup or breakfast, breakfast won.",0,0,0,0,0,1
Sophia spent the afternoon tidying up her home office.,1,0,0,0,0,0
"In the euphoria of winning a competition, he agreed to terms that were unfavorable, swept up in the moment.",0,0,0,0,0,1
Can't decide if I should honk at this slow driver or not.,0,0,0,0,0,1
I refused to acknowledge that others might have valid points.,0,0,1,0,0,0
"Despite all the new scientific studies suggesting otherwise, I still firmly believe eating carrots significantly improves night vision because that's what I was taught growing up.",0,0,1,0,0,0
"Ingrid insists on purchasing a home in the city despite skyrocketing prices, citing anecdotal evidence from acquaintances to justify her decision while disregarding data that suggests a housing bubble.",0,1,1,0,0,0
"As an avid art enthusiast, I always spend my Sundays exploring different art galleries in the city, immersing myself in the myriad of interpretations and the tranquil ambiance.",1,0,0,0,0,0
I believed I could play a difficult piano piece after just a few hours of practice.,0,1,0,0,0,0
"In a heated political debate, the debater adamantly held onto their beliefs while actively ignoring information that challenged their viewpoints, showcasing a mix of overconfidence and confirmation biases.",0,1,1,0,0,0
"Even though I have heard lots of favorable reviews about the new restaurant downtown, I still can't get past the first time I tried their food during the soft opening and didn't enjoy it; I think they still have lots of work to do.",0,0,0,1,0,0
"Whenever I prepare a dish, I tend to rely too much on my grandmother's recipe as the best one and keep ignoring all other recipes I come across, just because they do not align with what my grandmother used to do.",0,0,1,1,0,0
Ordered dessert because it was listed first on the menu.,0,0,1,0,0,1
Emma ignored her colleague's advice because it didn’t align with her opinion.,0,0,1,0,0,0
"John took on the responsibility of organizing the event alone, assuming it would be easy.",0,1,0,0,0,0
"Went for a higher-priced online course since the first one I saw had flashy testimonials, anchoring on others' positive reviews.",0,0,1,0,0,1
Ben picked the home warranty service that his realtor recommended in a conversation.,0,0,0,1,0,0
"Even though I've never sailed before, I'm certain I can win the upcoming regatta because of my natural knack for water sports.",0,1,0,0,0,0
"Despite hearing countless arguments and seeing solid evidence supporting climate change, I still only trust the articles that deny its existence because they align more with my long-held beliefs.",0,0,1,0,0,0
"Despite having lost money in his last three investment ventures, Thomas was utterly convinced he would make a fortune with his next one, completely ignoring the warning signs and previous outcomes.",0,1,0,0,0,0
"Even after reading multiple studies pointing out the negative impacts of excessive screen time on children, John remained steadfast in his belief that his kids weren't affected, focusing only on that one article that suggested some positives of gaming.",0,0,0,1,0,0
"Ever since I read that initial report suggesting that eco-friendly cars aren't as efficient, I've been reluctant to consider them, even though I've come across numerous later studies debunking that claim.",0,0,0,1,0,0
"Felt like my brain was mush after that talk, ended up agreeing to the first idea presented.",0,0,0,1,0,0
