sentences,Neutral,OverconfidenceBias,ConfirmationBias,AnchoringBias,FramingBias,OccasionNoise
"Even though the sunset hike is breathtaking, I always skip it because after a long day of work, my exhaustion clouds my enthusiasm.",0,0,0,0,0,1
"Although the healthier salad was a smarter choice, after a chaotic, draining day at work, Todd unwisely decided to soothe his stress by ordering a large cheesy pizza and a chocolate sundae for dinner.",0,0,0,0,0,1
"Despite her deep love for mysteries, she chose to watch a light-hearted comedy movie instead after a taxing day at work, her decision influenced by her exhaustion and the need for some unwinding.",0,0,0,0,0,1
"After a long strenuous work week, Alex usually enjoyed going out with friends every Friday night. However, this particular Friday he was feeling unusually exhausted. His mental fatigue resulted in him misjudging his friends' weekend plan, interpreting the hangout as a needless distraction rather than a fun moment of relaxation and socializing.",0,0,0,0,0,1
"After skipping his breakfast and enduring a long, gruelling meeting in the morning, Mr. Brown was in such a bad mood that he harshly criticized his daughter's school project in the evening, a decision he would later regret after a good night's sleep and  proper meal.",0,0,0,0,0,1
"Despite feeling drawn to the simple beauty of the painting, John, exhausted from his long night shift, quickly decided against buying it, presuming that his tired eyes must be making the art appear more appealing than it actually was.",0,0,0,0,0,1
"Despite having prepared thoroughly for the presentation tomorrow, Chris was so burnt out from working all day that he decided to skip reviewing the materials one last time at midnight.",0,0,0,0,0,1
"Despite her better judgment, Sarah decided to accept the subpar business deal, as her exhaustion from the late night negotiations had clouded her decision-making abilities.",0,0,0,0,0,1
"I'll just pick up dinner from a fast food joint today, it's been a mentally exhausting day and I don't have the energy left to cook a healthy meal.",0,0,0,0,0,1
"Jason, who usually takes time to analyze and make decisions about investments meticulously, has been extremely sleep-deprived due to work-related stress this week. Consequently, he hastily decides to invest in a volatile stock without conducting his usual level of research, showing the effects of his altered physical state influencing his judgement, a clear instance of the state-dependent bias.",0,0,0,0,0,1
"After a week of poor sleep, Susan usually a welcoming and patient person, became irrationally annoyed at her colleagues over minor issues, exhibiting the effects of the 'hot state bias'.",0,0,0,0,0,1
"I've been up all night studying, and I can barely focus; maybe I should just skip the exam and try to retake it next semester.",0,0,0,0,0,1
"Despite the pile of important paperwork on my desk, I decided to browse through social media as the exhaustion was simply too overpowering to concentrate on work.",0,0,0,0,0,1
"After pulling an all-nighter studying for her chemistry exam, Sarah's judgment was heavily impaired due to fatigue. As a result, she made a hasty decision to drive to her early morning class, leading to a minor fender bender, something she would never have done if she was well-rested.",0,0,0,0,0,1
"Even though the restaurant across the street has better reviews, I'm too exhausted to walk that far and just order takeout from the diner next door.",0,0,0,0,0,1
"After a grueling 16-hour shift at the hospital, Jane felt exhausted and irritable. Usually, she'd think twice before snapping at her kids, but in her current state, she found herself lashing out for the smallest things, tilting toward the negativity bias due to her physical fatigue.",0,0,0,0,0,1
"After a long and tiring day at work, John often finds everything annoying when he gets home, even minor issues like the dishes not being done or the kids playing loudly which, on a normal day, he would never consider a problem.",0,0,0,0,0,1
"Even though she had always loved cooking, Valerie felt so exhausted after a long day of work, she opted to order pizza instead of making her favorite dinner.",0,0,0,0,0,1
"After working late into the night, Susan decided to sign the contract without thoroughly reviewing it due to exhaustion.",0,0,0,0,0,1
"After a long day at work, John bought the first car he saw on the lot without negotiating the price, not realizing he was a victim of decision fatigue.",0,0,0,0,0,1
"After pulling an all-nighter for her finals, Hannah chose to skip breakfast due to exhaustion, neglecting her usual balanced diet.",0,0,0,0,0,1
"Even though the midnight sale prices were unbeatable, Mark was too exhausted from his day at work to take advantage of them.",0,0,0,0,0,1
"Even though she loves reading high fantasy novels, Sandra decided not to start the new book in the evening because she was too tired and knew she wouldn't be able to appreciate the fine details and intricate plot lines.",0,0,0,0,0,1
The noisy distraction of a bustling café made the doctor misinterpret a patient's symptoms.,0,0,0,0,0,1
"Hiring managers were swayed by weather-related irritability, leading to biased candidate selections.",0,0,0,0,0,1
"A tennis player's focus wavered due to loud stadium noise, impacting their performance in a crucial match.",0,0,0,0,0,1
A surgeon's fatigue from a long shift resulted in a flawed medical diagnosis for a complex case.,0,0,0,0,0,1
Financial advisors overlooked critical details in investment portfolios due to noisy office chatter.,0,0,0,0,0,1
"In a chaotic office environment, supervisors made erratic decisions about project timelines under pressure.",0,0,0,0,0,1
"The jury's deliberation was clouded by external noise, affecting the outcome of a high-profile trial.",0,0,0,0,0,1
"In the midst of a hectic morning rush hour, a driver mistakenly allowed road rage to cloud their judgment, leading to a traffic altercation.",0,0,0,0,0,1
"During a thunderstorm, a hiker made a risky decision to take a shortcut rather than follow the safe, known trail, influenced by weather-induced urgency.",0,0,0,0,0,1
"In the excitement of a high-stakes sports competition, an athlete's judgment was clouded by adrenaline-induced noise, resulting in an ill-timed move.",0,0,0,0,0,1
"Under the pressure of a tight deadline, a writer submitted an article riddled with errors as rush-induced noise compromised their editing judgment.",0,0,0,0,0,1
"Amid the bustling noise of a crowded hospital emergency room, a tired physician misdiagnosed a patient's symptoms, leading to a delay in life-saving treatment.",0,0,0,0,0,1
"On a rainy Monday morning, an investor impulsively sold off stocks based on volatile market trends, influenced by the gloomy weather rather than rational analysis.",0,0,0,0,0,1
"Amidst the chaos of a high-stakes soccer match, a player's performance faltered as they were distracted by the noise of the rowdy crowd, affecting their ability to make critical game-winning decisions.",0,0,0,0,0,1
"In the midst of a sleep-deprived night shift, a tired nurse overlooked important details in a patient's chart, leading to a medication error that could have been prevented in a quieter environment.",0,0,0,0,0,1
"During a stressful family gathering, a person's decision-making was influenced by heightened emotions and the noise of conflicting opinions, leading to impulsive choices they later regretted.",0,0,0,0,0,1
"Amid the clamor of a busy airport terminal, a weary traveler hastily booked an expensive flight without considering cheaper alternatives, swayed by the overwhelming noise of announcements and crowds.",0,0,0,0,0,1
"In the midst of a chaotic board meeting, a tired executive made a rushed decision under pressure, influenced by the noise of conflicting opinions rather than a thorough analysis of the facts.",0,0,0,0,0,1
"In the bustling emergency room, the noise from multiple alarms and conversations created occasion noise, leading to a misdiagnosis of the patient's symptoms.",0,0,0,0,0,1
"The sweltering heat during the soccer match resulted in occasion noise for the players, affecting their focus and leading to missed scoring opportunities.",0,0,0,0,0,1
"The loud background chatter at the law firm's office contributed to occasion noise, causing the lawyers to overlook crucial details in their legal judgments.",0,0,0,0,0,1
"As the thunderstorm raged on, the ambient noise disrupted the musician's concentration, leading to a lackluster performance at the orchestra's gala event.",0,0,0,0,0,1
"In the crowded restaurant, the hunger-induced irritability created occasion noise, impacting the diner's ability to make sound choices from the menu.",0,0,0,0,0,1
"During a high-pressure job interview, the intrusive noise from nearby construction work added occasion noise, affecting the candidate's ability to articulate their qualifications effectively.",0,0,0,0,0,1
"The chaotic family gathering generated occasion noise, leading to misunderstandings and miscommunications that clouded important decision-making processes.",0,0,0,0,0,1
"In the chaos of a crowded emergency room during a full moon, a doctor misdiagnosed a patient's symptoms due to occasion noise.",0,0,0,0,0,1
"The judge's decision in a high-profile case was affected by personal stressors, creating occasion noise in legal judgment.",0,0,0,0,0,1
"During a rainy afternoon, a hiring manager's mood swings led to biased decisions, impacted by occasion noise.",0,0,0,0,0,1
"A football player's performance suffered on a hot summer day, affected by environmental occasion noise.",0,0,0,0,0,1
"In a rush before a big presentation, a speaker's judgment was clouded by time pressure, causing occasion noise in decision-making.",0,0,0,0,0,1
"At a noisy cafe, a student misread an exam question, falling victim to occasion noise in academic performance.",0,0,0,0,0,1
"In the throes of a heated argument, partners made impulsive relationship decisions, swayed by emotional occasion noise.",0,0,0,0,0,1
"In the midst of a hectic emergency room, a tired doctor misdiagnoses a patient's symptoms due to the loud chatter of nearby nurses.",0,0,0,0,0,1
An exhausted investor overlooking a noisy construction site makes impulsive stock decisions without fully considering their long-term impact.,0,0,0,0,0,1
"During a heated court trial, a distracted judge struggles to make unbiased rulings amidst the clamor of reporters typing furiously.",0,0,0,0,0,1
The intense pressure of a championship game causes an athlete to make critical errors under the distraction of cheering fans and blaring stadium music.,0,0,0,0,0,1
"In a boisterous classroom, a stressed teacher struggles to grade papers accurately based on the muffled answers students give during test review sessions.",0,0,0,0,0,1
"An exhausted parent gives in to a child's unreasonable demand after a long, noisy day filled with constant interruptions and chaos.",0,0,0,0,0,1
A distracted traveler at a bustling airport hastily books a last-minute flight influenced by the hustle and bustle of the busy terminal.,0,0,0,0,0,1
"In the noisy hustle of a crowded emergency room, a tired doctor misdiagnosed a patient's symptoms, attributing them to stress rather than a severe illness.",0,0,0,0,0,1
"Amid the chaos of a bustling courtroom, a judge's decision was influenced by hunger, causing a rushed judgment that overlooked crucial evidence in a legal case.",0,0,0,0,0,1
"In the clamor of a noisy construction site, a distracted foreman approved a faulty architectural plan due to fatigue, leading to costly rework and delays.",0,0,0,0,0,1
"In the din of a rowdy football stadium, a quarterback's decision-making was compromised as the deafening cheers influenced their play-calling, leading to costly turnovers on the field.",0,0,0,0,0,1
"In the early morning rush hour traffic, a driver's annoyance at being stuck behind a slow-moving truck leads them to make an impulsive lane change, affecting their commute time significantly.",0,0,0,0,0,1
"During a job interview conducted in a crowded and noisy café, the interviewer struggles to focus on the candidate's responses, leading to important information being overlooked in the hiring decision process.",0,0,0,0,0,1
"A basketball player facing heckling from the opposing team's fans misses a crucial free throw due to distraction, impacting the outcome of the game.",0,0,0,0,0,1
"After a heated argument with a colleague, a judge’s mood is soured, affecting their ability to make an impartial ruling in a contentious legal case.",0,0,0,0,0,1
The surgeon's hand slipped during a critical operation due to the loud beeping of medical equipment.,0,0,0,0,0,1
Poorly lit surroundings led to a misjudgment in identifying a suspect in a police lineup.,0,0,0,0,0,1
"Struggling to focus during a presentation, I misinterpreted important information due to a glitchy audio system.",0,0,0,0,0,1
"In the chaotic atmosphere of a crowded train station, a traveler accidentally boarded the wrong train due to occasion noise clouding their concentration.",0,0,0,0,0,1
"Amidst the hustle and bustle of a bustling market, a shopper overspent, swayed by occasion noise and the temptations of flashy displays.",0,0,0,0,0,1
The blaring horn from a passing car distracted the hiring manager during an important job interview.,0,0,0,0,0,1
The relentless noise from construction outside the window made it challenging to focus on writing a detailed report.,0,0,0,0,0,1
The loud chatter at the networking event affected my ability to accurately assess potential business partners.,0,0,0,0,0,1
"My mood, clouded by the dark and stormy weather, influenced my perception of a colleague's email.",0,0,0,0,0,1
The sudden burst of laughter from coworkers disrupted my train of thought while solving a complex problem.,0,0,0,0,0,1
The bustling city street noise drowned out critical details during a phone call with a potential client.,0,0,0,0,0,1
"The loud honking on the road caused me to miss a crucial turn, leading me in the wrong direction.",0,0,0,0,0,1
"Despite feeling unwell, David made a impulsive online purchase during a flash sale, driven by the urgency created by the limited-time offer.",0,0,0,0,0,1
"The loud music and chatter at the networking event made it difficult for Chris to focus on important conversations, affecting his ability to make meaningful connections.",0,0,0,0,0,1
"The heatwave made it challenging for me to focus, resulting in errors in a crucial legal document.",0,0,0,0,0,1
"Daydreaming by the beach, I failed to notice an important email notification that affected a crucial work decision.",0,0,0,0,0,1
"During a heatwave, the discomfort from the weather led me to make rash decisions about home renovations.",0,0,0,0,0,1
The loud music at the bar influenced my friend to agree to terms in a contract that were not in their favor.,0,0,0,0,0,1
"The office temperature being too cold impacted my concentration, leading to errors in a detailed financial report.",0,0,0,0,0,1
"In the bustling city streets, the honking of cars made it difficult to focus, resulting in a missed job opportunity.",0,0,0,0,0,1
"The scorching sun on match day led the tennis player to misjudge the opponent's serve speed, affecting their performance on the court.",0,0,0,0,0,1
"Ravenous hunger during the job interview led the candidate to give inconsistent responses, impacting the hiring manager's assessment of their qualifications.",0,0,0,0,0,1
The persistent honking of car horns outside the office disrupted the executive's ability to make clear decisions on company strategy.,0,0,0,0,0,1
"Under the glaring fluorescent lights of the interrogation room, the detective misinterpreted the suspect's nervous behavior.",0,0,0,0,0,1
"Amidst the chaotic city traffic, the cyclist failed to notice a red light, leading to a near miss with a car.",0,0,0,0,0,1
"The constant pinging of notifications on the phone affected the worker's productivity, leading to errors in a critical report.",0,0,0,0,0,1
The blinding sunlight at the beach biased the lifeguard's judgment of swimmers' safety levels in the water.,0,0,0,0,0,1
The noise of a glitchy internet connection led to a rushed and uninformed online purchase.,0,0,0,0,0,1
The noise of a cluttered workspace can hinder productivity and affect the quality of work produced.,0,0,0,0,0,1
"During the stormy weather, the pilot's decision-making was influenced by the turbulent conditions, causing a delay in the flight schedule.",0,0,0,0,0,1
"The unexpected power outage disrupted the investor's online trading activities, leading to hasty decisions that resulted in financial losses.",0,0,0,0,0,1
"The spilt coffee on the laptop distracted the programmer, causing errors in the code that affected the software's performance.",0,0,0,0,0,1
"The sneezing co-worker's presence in the office influenced the manager's decision to approve sick leave, potentially spreading the flu virus.",0,0,0,0,0,1
The sun shining directly in my eyes while I was reviewing financial reports caused me to miss an important detail.,0,0,0,0,0,1
The chaotic environment of a busy street influenced me to rush through signing a legal contract without fully understanding the terms.,0,0,0,0,0,1
The sudden change in weather during the outdoor event affected the judges' ability to objectively evaluate the performance.,0,0,0,0,0,1
"In the evening after a long day at work, I mistook a slight headache for a serious illness.",0,0,0,0,0,1
"In a noisy restaurant, I agreed to terms on a contract without fully understanding them.",0,0,0,0,0,1
"During a thunderstorm, the sports team struggled to communicate effectively on the field.",0,0,0,0,0,1
"Hungry and feeling irritable, I misinterpreted an innocent comment as an insult.",0,0,0,0,0,1
"After a long flight, I struggled to make coherent decisions on important matters.",0,0,0,0,0,1
"In the chaotic office environment, the manager hastily promoted an unqualified employee.",0,0,0,0,0,1
"Racing against a tight deadline, I made errors in a report due to elevated stress levels.",0,0,0,0,0,1
"Exhausted after a long day, the lawyer overlooked a critical clause in a legal document.",0,0,0,0,0,1
"My decision to trust someone new was influenced by the positive vibe at a social gathering, causing me to overlook red flags.",0,0,0,0,0,1
"In the chaos of preparing for a wedding, I overlooked important details in vendor contracts, leading to unexpected expenses.",0,0,0,0,0,1
"In the hustle and bustle of a crowded airport, I mistakenly boarded the wrong flight due to the overwhelming noise and confusion around me.",0,0,0,0,0,1
"After a long and exhausting day at work, I impulsively splurged on unnecessary items while shopping online, influenced by my fatigue and low willpower.",0,0,0,0,0,1
"In the midst of a power outage, the surgeon's critical decision-making was hampered by the noise of uncertainty and lack of visibility.",0,0,0,0,0,1
"The scorching heat during a business negotiation affected the negotiator's decision-making, leading to an unfavorable deal due to discomfort and distraction.",0,0,0,0,0,1
The hunger pangs of the stressed-out employee during a crucial presentation affected their ability to think clearly and articulate their ideas.,0,0,0,0,0,1
"The honking horns and shouting vendors at the busy marketplace disrupted the shopper's decision-making, leading to impulse purchases and overspending.",0,0,0,0,0,1
"The rain pounding on the roof during a critical board meeting distracted the CEO, causing them to overlook important details in a contract negotiation.",0,0,0,0,0,1
"The blaring sirens of emergency vehicles racing by skewed the paramedic's assessment of a patient's condition, delaying vital treatment.",0,0,0,0,0,1
"After a long night of loud celebrations, the groom's decision to sign a contract the following day was clouded by the noise of his fatigue.",0,0,0,0,0,1
"Trying to solve a complex puzzle in a noisy cafe, she found her decision-making abilities compromised by the surrounding noise.",0,0,0,0,0,1
"In the throes of a stressful afternoon board meeting, I impulsively rejected a promising financial proposal due to distractions caused by a recurring ticking noise in the conference room.",0,0,0,0,0,1
"While perusing job applications on a particularly stormy day, the dim lighting caused by the overcast skies colored my perception and led to overlooking a uniquely qualified candidate’s resume.",0,0,0,0,0,1
"An investment manager's judgment was clouded by the incessant chirping of a smoke alarm in the office, leading to a hasty decision that resulted in substantial financial losses for their clients.",0,0,0,0,0,1
"During a marathon, a runner misinterpreted a course marker due to fatigue-induced confusion caused by malfunctioning timing equipment, inadvertently taking a wrong turn and losing valuable seconds in the race.",0,0,0,0,0,1
"In a tired state, I am more likely to agree to plans that I would normally decline.",0,0,0,0,0,1
"When I'm feeling cold, I'm more likely to crank up the thermostat to a higher temperature even though it may not be necessary, compared to warmer days when I adjust it lower.",0,0,0,0,0,1
"In a crowded gym, I feel more self-conscious and cut my workout short compared to when it's empty.",0,0,0,0,0,1
"When experiencing a heatwave, I am more likely to skip my morning run due to feeling overheated and fatigued.",0,0,0,0,0,1
"In a noisy environment, I struggle to focus and end up making snap judgments without thorough analysis.",0,0,0,0,0,1
"After a long day at work, I'm more likely to stick with familiar choices rather than trying something new.",0,0,0,0,0,1
"During allergy season, I find it harder to concentrate on reading, opting for mindless TV shows instead.",0,0,0,0,0,1
"When I'm in a bad mood, I am less likely to give constructive feedback during team meetings, whereas in a good mood, I am more open and encouraging.",0,0,0,0,0,1
"If I'm in a good mood, I'm more likely to say yes to social invitations even if I'm tired.",0,0,0,0,0,1
"When I'm anxious, I avoid making phone calls and opt for email communication, but on better days, I'm more comfortable with verbal conversations.",0,0,0,0,0,1
"If I receive a compliment, I am more likely to make generous but unsustainable financial commitments.",0,0,0,0,0,1
"The time of day can affect my willingness to engage in difficult conversations or confrontations.",0,0,0,0,0,1
"When tired, I am more likely to say yes to social invitations I would normally decline.",0,0,0,0,0,1
"During soccer games on rainy days, my performance tends to suffer due to my discomfort with the slippery field conditions.",0,0,0,0,0,1
"When the AC is set too low, I tend to rush through my work to keep warm, affecting the quality of my output.",0,0,0,0,0,1
"When I'm hungry, I tend to overestimate the portion sizes and end up wasting food, but when I'm full, I am more mindful of portions.",0,0,0,0,0,1
"During cold weather, I tend to opt for staying indoors rather than engaging in outdoor activities.",0,0,0,0,0,1
"When I am in a good mood, I tend to say yes to social invitations without much consideration.",0,0,0,0,0,1
"During a heatwave, I am more likely to agree to unplanned expenses like going out for ice cream.",0,0,0,0,0,1
"In the evening, I tend to accept last-minute social invitations even if I originally planned to stay home; in the morning, I prefer sticking to my schedule.",0,0,0,0,0,1
"During a busy week, I tend to ignore notifications for important tasks and appointments; during a relaxed week, I promptly respond to all reminders.",0,0,0,0,0,1
"On a hot day, I struggle to concentrate on work tasks and feel easily distracted; on a cool day, I am more focused and efficient in my work.",0,0,0,0,0,1
"I tend to overspend on weekends when I'm in a better mood compared to weekdays.",0,0,0,0,0,1
"On sunny days, I tend to be more lenient with my children's bedtime rules.",0,0,0,0,0,1
"When it's cold and gloomy outside, I tend to be more pessimistic about job opportunities and shy away from applying, whereas on a bright and sunny day, I feel more confident.",0,0,0,0,0,1
"While conducting a critical scientific experiment, lab researchers misinterpreted data due to the loud hum of nearby construction noise, leading to faulty conclusions that required reevaluation.",0,0,0,0,0,1
"In the hectic morning rush, the buzzing alarm clock distorted my judgment on what outfit to wear.",0,0,0,0,0,1
The scorching heat during the baseball game made me misjudge the pitcher's next move.,0,0,0,0,0,1
"During the storm, the power outage caused me to overlook crucial details in my financial investments.",0,0,0,0,0,1
The blaring sirens from emergency vehicles outside the courthouse disrupted the judge’s ability to deliver a fair verdict.,0,0,0,0,0,1
"The noisy neighbors prevented me from concentrating on my work, impacting my productivity.",0,0,0,0,0,1
Working in a noisy café made it challenging for me to focus on editing important documents.,0,0,0,0,0,1
"The sudden downpour during the outdoor wedding caused the bride to hastily switch the ceremony indoors, clouding her usually clear judgment.",0,0,0,0,0,1
"The constant honking of cars outside the office window disrupted the employee's focus, leading to errors in processing important documents.",0,0,0,0,0,1
"The blaring music at the gym caused the fitness trainer to misjudge the intensity of the workout, resulting in injuries to some clients.",0,0,0,0,0,1
The flickering lights in the office due to a faulty bulb affected the manager's ability to make clear decisions during an important meeting.,0,0,0,0,0,1
"The overwhelming smell of fried food at the fairground clouded the judgment of many visitors, leading to impulsive and unhealthy food choices.",0,0,0,0,0,1
"The persistent beeping of car alarms in the neighborhood kept the residents awake, leading to fatigue and impaired judgment the next day.",0,0,0,0,0,1
"In the heat of a political debate during a family gathering, she hastily unfriended a relative on social media, letting emotions cloud the decision.",0,0,0,0,0,1
"Distracted by a loud party in the apartment next door, he hastily accepted a job offer over the phone, overlooking key details in the contract.",0,0,0,0,0,1
"In the hustle of holiday shopping frenzy, he overspent on gifts, swayed by the pressure to meet expectations rather than financial prudence.",0,0,0,0,0,1
"Amidst the noise of a crowded bar, I mistakenly sent a sensitive email to the wrong recipient, attributing the error to environmental distraction.",0,0,0,0,0,1
"Exhausted from a rigorous workout, the athlete miscalculated their physical limits, leading to injury from overexertion.",0,0,0,0,0,1
"Swayed by the cheerful holiday music playing in the store, she purchased a product impulsively, letting the festive mood dictate her choice.",0,0,0,0,0,1
The pilot's judgment was momentarily compromised by the loud engine noise and turbulence while attempting to land the airplane during stormy weather.,0,0,0,0,0,1
"Amidst the loud music and chatter of a networking event, the entrepreneur's judgment on potential business partnerships was influenced by the distracting noise and social atmosphere.",0,0,0,0,0,1
"At a crowded party, the bartender poured the wrong drink due to the loud music affecting their concentration.",0,0,0,0,0,1
"During a heatwave, the air traffic controller made a critical error in guiding a plane, causing a near-miss with another aircraft.",0,0,0,0,0,1
"At a busy airport, the tired pilot misjudged the runway during landing, resulting in a rough touchdown.",0,0,0,0,0,1
"In a cluttered workspace, the accountant misplaced important documents leading to errors in financial calculations.",0,0,0,0,0,1
"During a late-night call, the customer service representative misunderstood the client's complaint due to fatigue.",0,0,0,0,0,1
"When caught in a rainstorm, the lawyer's decision-making became erratic, leading to a costly legal error.",0,0,0,0,0,1
"Overwhelmed by the loud chatter of a networking event, the recruiter made a hasty hiring decision that later proved to be unwise.",0,0,0,0,0,1
"The heat of a scorching summer day dulled the researcher's focus, resulting in errors in data analysis.",0,0,0,0,0,1
The incessant honking from road construction outside interfered with the architect's decision-making on a critical project design.,0,0,0,0,0,1
The cacophony of alarms and notifications on my phone made it difficult to focus on navigating a complex financial transaction.,0,0,0,0,0,1
"Startled by sudden thunder during an outdoor meeting, my anxiety spiked, leading me to hastily agree to terms that were not in my best interest.",0,0,0,0,0,1
The sun glaring in my eyes made me overlook the fine print in the contract I was signing.,0,0,0,0,0,1
The blaring music at the party made it hard for her to process important information correctly.,0,0,0,0,0,1
The bright neon lights in the store influenced my impulse buying behavior.,0,0,0,0,0,1
"In a high-pressure sales meeting disrupted by loud phone calls, the salesperson found it hard to maintain composure and negotiate effectively with clients.",0,0,0,0,0,1
"Distracted by the blaring sirens of passing emergency vehicles, the fire chief struggled to make timely and effective decisions at the scene of a fire.",0,0,0,0,0,1
A sudden gust of wind threw off the archer's aim during a crucial competition.,0,0,0,0,0,1
"The unexpected burst of fireworks caused the dog to panic and react fearfully, leading to a chaotic scene at the park.",0,0,0,0,0,1
The smell of freshly baked cookies in the break room made me much more lenient in my evaluation of job candidates during interviews.,0,0,0,0,0,1
"Feeling frustrated with a difficult training session earlier in the day, I found it hard to maintain focus during a critical match.",0,0,0,0,0,1
"At the airport, the constant announcements over the intercom created confusion and disrupted my travel plans.",0,0,0,0,0,1
"Under the intense heat of the midday sun, I impulsively purchased a high-priced item I later regretted.",0,0,0,0,0,1
The whirring of a malfunctioning printer in the office created a sense of urgency that led to impulsive choices in a critical project.,0,0,0,0,0,1
"At a rowdy sports bar, he placed a poorly thought-out bet on the game amidst the cheering crowd's excitement.",0,0,0,0,0,1
"Lost in the beauty of a picturesque sunset, she failed to notice a crucial detail in a contract, clouding her judgment.",0,0,0,0,0,1
"While struggling with a migraine, she misread vital information in a medical report, leading to an incorrect diagnosis.",0,0,0,0,0,1
"Under the blinding glare of the paparazzi's cameras, the celebrity made a rash statement that later caused controversy.",0,0,0,0,0,1
The excited chatter of my friends at the party influenced me to try a new activity that I later realized was not a good fit for me.,0,0,0,0,0,1
"In the midst of a power outage, the technician made a faulty repair that led to a cascade of system failures due to the pressure of limited time.",0,0,0,0,0,1
The marathon runner's decision to push themselves harder was influenced by the upbeat tempo of the music blaring through their headphones.,0,0,0,0,0,1
"In the rush to catch the last train, the traveler overlooked vital details when booking their ticket, leading to an inconvenience during their journey.",0,0,0,0,0,1
"In the din of a bustling café, the writer struggled to concentrate, leading to a poorly thought-out plot twist in their novel.",0,0,0,0,0,1
"Amid the celebratory fireworks on New Year's Eve, the party host's judgment became clouded, resulting in an ill-advised toast that offended guests.",0,0,0,0,0,1
"Following a long day at work, the chef inaccurately judged the seasoning of a dish due to mental fatigue.",0,0,0,0,0,1
"Amidst the chaos of a crowded festival, I miscalculated the amount of time needed to reach a meeting, leading to a tardy arrival.",0,0,0,0,0,1
"After a long and tiring day at work, the manager hastily approved a project proposal without thoroughly evaluating its potential risks and benefits.",0,0,0,0,0,1
- The politician struggled to communicate effectively during a rally due to the rowdy chants and shouts from the audience.,0,0,0,0,0,1
The surgeon's steady hands in a controlled operating room contrast sharply with their shaky performance in a busy hospital hallway.,0,0,0,0,0,1
"During a peaceful afternoon walk, I find it easier to solve complex problems, but my cognitive abilities decline when navigating a loud and crowded train station.",0,0,0,0,0,1
"The auditor's meticulous review was flawless in a quiet office, but mistakes were abundant when attempting the same task at a rowdy company party.",0,0,0,0,0,1
"In the cozy comfort of my own home, I handle disagreements with diplomacy, but in the chaos of a crowded train, my reactions are impulsive and emotionally driven.",0,0,0,0,0,1
The investor made a hasty decision to sell stocks after receiving noisy advice from a pushy colleague.,0,0,0,0,0,1
The chef mistakenly added too much salt to the dish while cooking in a noisy kitchen during a busy dinner service.,0,0,0,0,0,1
"A sudden downpour during a golf tournament disrupted my concentration, causing me to misjudge the distance to the green and make an inaccurate shot.",0,0,0,0,0,1
"Under the influence of jet lag, I misinterpreted a key piece of evidence during a trial, jeopardizing the outcome of the case.",0,0,0,0,0,1
"At a crowded party, the host's excitement and exuberance influenced him to make impulsive decisions about guest seating arrangements.",0,0,0,0,0,1
"While driving in heavy rain, the tired truck driver's decision-making was impaired by reduced visibility and the sound of the windshield wipers, leading to a near-miss accident.",0,0,0,0,0,1
"The tapping of the keyboard in the coworker's cubicle next to mine distracted me during a crucial phone call, causing me to lose track of the conversation.",0,0,0,0,0,1
"In the noisy airport terminal, the attorney struggled to concentrate on the legal brief for his upcoming trial.",0,0,0,0,0,1
The loud chatter in the waiting room affected the dentist's ability to carefully listen to a patient's dental concerns.,0,0,0,0,0,1
The cacophony of children's voices in the playground swayed the parent's judgment when disciplining their own child.,0,0,0,0,0,1
"As the party raged on outside my window, my judgment on bedtime was swayed by the raucous laughter and music.",0,0,0,0,0,1
"During the noisy subway ride, the commuter's decision to change trains was influenced by the garbled announcements over the intercom.",0,0,0,0,0,1
"As the fire alarm blared in the building, the evacuation decisions of residents were hasty and disorganized.",0,0,0,0,0,1
"While studying for a crucial exam, the echo of distant fireworks outside my window led me to doubt my understanding of a key concept.",0,0,0,0,0,1
"In the middle of a high-stakes poker game, the loud music playing in the background influenced the player to make impulsive bets.",0,0,0,0,0,1
"In the midst of negotiating a real estate deal, the buzzing of a persistent fly in the room caused tension and unease among the parties.",0,0,0,0,0,1
"During a high-pressure cooking competition, a loud siren blaring outside the studio caused one contestant to forget a key ingredient in their dish.",0,0,0,0,0,1
"In the chaotic buzz of the crowded coffee shop, I impulsively decided to buy the expensive pastry I normally wouldn't.",0,0,0,0,0,1
"In the euphoria of winning a competition, he agreed to terms that were unfavorable, swept up in the moment.",0,0,0,0,0,1
"After a sleepless night, I impulsively fired an employee without considering the consequences.",0,0,0,0,0,1
"In the dimly lit room, I misread the expressions of my colleagues during a crucial meeting.",0,0,0,0,0,1
"During a noisy construction project next door, the real estate agent found it difficult to concentrate when evaluating a property for a client.",0,0,0,0,0,1
The extreme heat on the scorching summer day impacted the paramedic's ability to think clearly and make quick medical decisions.,0,0,0,0,0,1
"Amidst the exhilarating atmosphere of a music festival, the security guard's judgment was compromised as they overlooked crucial safety protocols.",0,0,0,0,0,1
"Amidst the cries of newborns in the delivery room, the doctor's judgment was momentarily clouded during a critical moment.",0,0,0,0,0,1
"The sandy, windswept beach environment played tricks on my perception, making it hard to gauge distances accurately for a game of beach volleyball.",0,0,0,0,0,1
"The crisp fall weather invigorated me, boosting my motivation to train harder during a workout, demonstrating the effect of climate on physical performance.",0,0,0,0,0,1
"Baffled by the chaos of a busy intersection, I missed an important turn and ended up taking a longer route, illustrating the impact of external noise on navigation skills.",0,0,0,0,0,1
